,Unnamed: 0,model,mae,rmse,r2,mae_avo,rmse_avo,r2_avo,mae_olive,rmse_olive,r2_olive,mae_grape,rmse_grape,r2_grape,mae_tr,rmse_tr,r2_tr,best_params
71,71,NDVI1_MLP,0.0267612196820487,0.0360554136744312,0.2598853747782341,0.0380187845008768,0.0467713447616742,0.3456068911205014,0.0295400698864712,0.036623061826072,-0.003989528275875,0.0128559861076136,0.0194897869004818,0.754759205097036,0.0272198146635377,0.0369495967956369,0.5431219250115443,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
46,46,NDVI1_RF,0.0226082909245824,0.0321378878154395,0.509936893200417,0.0320704473921329,0.0416168515314093,0.4818954027348615,0.0231949946410339,0.0311868364889491,0.2719477817916107,0.0126533453217392,0.0199980340238908,0.7418018419166363,0.015189344901753,0.0220398151423415,0.8374463202127758,"{'rf__max_depth': 30, 'rf__min_samples_split': 15, 'rf__n_estimators': 100}"
121,121,NDVI1_Ridge,0.0263606273895041,0.0357314158141099,0.3424595811661785,0.0385467224364835,0.0478674733824871,0.3145748866278731,0.0260208681694881,0.0329563746558042,0.1869846494994539,0.0146250049814843,0.021458915449168,0.7027005737231563,0.0264295570978056,0.0361149832346913,0.563528646598048,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
21,21,NDVI1_SVR,0.022810150912212,0.0325631084882491,0.4583648818010261,0.0340072215659611,0.0435574907515835,0.4324492397046479,0.0233133618524582,0.0312858145736516,0.2673191901759064,0.0112192177443287,0.017665509032504,0.7985205084252458,0.0208315177355015,0.0311540022120082,0.6752055474905786,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
96,96,NDVI1_XGB,0.021804926076645,0.0313164016680588,0.5004200117885155,0.0318879550856468,0.0412144846038931,0.4918654208477711,0.0220760372413337,0.030045567360145,0.3242583288472842,0.0115475535681293,0.0186215437024162,0.7761227852986587,0.0134197277912136,0.019460044332249,0.8732731731178006,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
62,62,NDWI1_MLP,0.0532681499969621,0.0717785862865407,0.181982165400283,0.0850161357974182,0.1010432632915996,0.2435748134845293,0.0459407204257591,0.05915948518551,-0.2211246556115942,0.0290758232651786,0.0421750567929984,0.482096052720155,0.0547709001647946,0.074554033850683,0.5056913316102534,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
37,37,NDWI1_RF,0.0499985053006607,0.0688675940530015,0.3758693593170094,0.0791180448575944,0.0978731812491597,0.2902936957132871,0.0414631784030101,0.0530199710039598,0.0191779972303148,0.0296066684606232,0.0431868860968389,0.4569477075132083,0.0357441649910536,0.0505575631308355,0.7726849454101274,"{'rf__max_depth': 20, 'rf__min_samples_split': 20, 'rf__n_estimators': 200}"
112,112,NDWI1_Ridge,0.0560928790902832,0.074018553474156,0.2024408914036551,0.0886022302488487,0.1060434309521062,0.1668584486397506,0.0476334809525481,0.0586500478320186,-0.200184377365113,0.0322676919855353,0.0422615461632594,0.4799697193430294,0.0562321544904445,0.0742120944180893,0.5102151918617452,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
12,12,NDWI1_SVR,0.0527553069852701,0.0697884584078128,0.2348155490469512,0.0804817140835559,0.0999175571742662,0.2603353406715051,0.0434617215779332,0.0533082164017585,0.0084844443731683,0.034494754655919,0.0426008101725141,0.4715868876739815,0.0511565513362106,0.0687794105729394,0.5792996892927307,"{'SVR__C': 1, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
87,87,NDWI1_XGB,0.0268349574921517,0.0427045434679587,0.8013604664777946,0.0524829373266066,0.0687395680235822,0.6499219745825364,0.0153105010355643,0.0199947221411984,0.8605103531950684,0.0128434296598718,0.0189717145961211,0.8952024730307594,0.0084350922772884,0.0123163493632693,0.9865097520375428,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
63,63,NDWI2_MLP,0.0510485209240951,0.0682812593583727,0.1960601109927949,0.0819378717906687,0.0964412592199549,0.2306274931578964,0.0427362354042398,0.0554400799529257,-0.2308184460081541,0.028682456188094,0.0405089563073569,0.4405670850239209,0.0519612772294126,0.0708723039588888,0.4968089036607754,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
38,38,NDWI2_RF,0.0469915481410949,0.0652244901071063,0.3895495757180139,0.0749830205524108,0.0934654433483409,0.2773748722670596,0.0392770748072251,0.0503237277210898,-0.0141259791115992,0.026904053727924,0.0389901034372875,0.4817316571419922,0.0266785259709814,0.0384086358495647,0.8522125312535369,"{'rf__max_depth': None, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}"
113,113,NDWI2_Ridge,0.0527209041990759,0.0697655243184004,0.1992279702897906,0.0840559441619598,0.1004839145253009,0.1647739921175223,0.0443767528262765,0.0548607343649085,-0.2052288916254041,0.0299448837266559,0.0390702489117252,0.4795988311799973,0.0529389893591434,0.0700833031721706,0.5079503003645297,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
13,13,NDWI2_SVR,0.0455764061985647,0.0654283258314927,0.367581103255003,0.0727825128868361,0.0916326782955355,0.3054369436571044,0.0383760170230363,0.0532135854525924,-0.1339433136460204,0.0257576580083706,0.0404880801255853,0.4411435409468229,0.0451936094501103,0.0668758076195354,0.5519588276957481,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
88,88,NDWI2_XGB,0.0260569549213374,0.0405956112139195,0.7914764509633125,0.0507335148417077,0.0652725672628988,0.647570456525476,0.015363292111599,0.0195831789235638,0.8464277722542977,0.0122047390921134,0.0176805023052794,0.8934299656892728,0.0081483509177697,0.0118813709461989,0.985857930878582,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
61,61,NDWI_MLP,0.0568899465674142,0.074629956889864,0.7118478534000996,0.0895791639008328,0.1058077680845129,0.6012963271413805,0.0404897648031056,0.0509716259527061,0.7941141942275265,0.0407531449755855,0.0542245876474686,0.7624686194048745,0.0585891567984747,0.0798477428947947,0.7437457086835728,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
36,36,NDWI_RF,0.0452524100323495,0.0659197666125524,0.7951142189311408,0.0771789820432698,0.098490465060283,0.6545354363886622,0.0242480221477809,0.0329581730067591,0.9139213019101768,0.0344323023931599,0.0476363386407205,0.8166819517767328,0.0246722038285329,0.0369324629873828,0.9451770499887922,"{'rf__max_depth': 30, 'rf__min_samples_split': 7, 'rf__n_estimators': 500}"
111,111,NDWI_Ridge,0.0636495577407333,0.0855299465584284,0.622852600828885,0.1062089481141425,0.1264198978522113,0.4308247595816339,0.0429060117743845,0.055233099852936,0.7582490066577254,0.0420375997300006,0.0543559475210067,0.7613163787982142,0.0656298272992626,0.088051286715063,0.6883857768139847,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': False, 'ridge__solver': 'lsqr'}"
11,11,NDWI_SVR,0.048580945373522,0.0731768504187716,0.7589726792728865,0.0866846243760483,0.1147128063271843,0.5313604488350336,0.0270765934119353,0.0345326209736202,0.905500716577208,0.0321367522301613,0.0417978495973735,0.8588644712571353,0.0372656707172336,0.0601467356377434,0.8545981333291608,"{'SVR__C': 10, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
