,model,mae,rmse,r2,mae_avo,rmse_avo,r2_avo,mae_olive,rmse_olive,r2_olive,mae_grape,rmse_grape,r2_grape,mae_tr,rmse_tr,r2_tr,best_params
10,FWBI_MLP.pkl,0.02892893585068612,0.037261670034660445,0.12410953424616189,0.04205364251011342,0.05041583043170592,0.12590137119981948,0.04098750901337439,0.05244497820418429,-2.901443914863384,0.019247660344020433,0.023381458378752912,0.5094650146741027,0.029681992903012024,0.038527206521338876,0.44725087704634736,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
11,FWBI_RF.pkl,0.023662083028043967,0.03247384000995329,0.43016113554506896,0.034389985486293816,0.04422168932625749,0.3274923219662108,0.04975844851080805,0.05783949749523376,-3.7453316654384716,0.016536438592092178,0.02194025187042442,0.5680733383147853,0.015990213745808026,0.022096937420984352,0.8181734946400192,"{'rf__max_depth': 10, 'rf__min_samples_split': 10, 'rf__n_estimators': 500}"
12,FWBI_Ridge.pkl,0.02679508564454558,0.034686243020745064,0.27922898787672024,0.039359193123206,0.04774205887601475,0.21615737459236828,0.0434930636736581,0.054179014262329475,-3.16370304358606,0.01761121466482775,0.022145534686384468,0.559952927796195,0.027314635696773486,0.03557416406975469,0.5287379937788541,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'auto'}"
13,FWBI_SVR.pkl,0.022542715251727383,0.03201193660237821,0.4635895260425247,0.033677539270932165,0.04384060221432388,0.33903325265037476,0.051058719606347336,0.05866317747440109,-3.8814485362736058,0.015288309431565738,0.02067659427704111,0.6163945162929388,0.021859232345315806,0.032175980995921546,0.6144713888226168,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
14,FWBI_XGB.pkl,0.01420338460014341,0.022074349905531525,0.7692066113637862,0.025671660963823537,0.03455070696573295,0.5894741914809707,0.052424566017031424,0.06129998351910785,-4.33013569047141,0.009570307993416688,0.012908559663932194,0.8504858253501705,0.0047342646848139835,0.00679292747367654,0.9828166840379317,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
15,LIC2_MLP.pkl,0.06102360583111497,0.08055859302300056,5.570876377647416e-06,0.07660704528203738,0.09655225109020033,0.31819216053845056,0.11842407042341585,0.1408172066778689,-1.2590545357266616,0.0339673384540872,0.0444877450271337,0.5502821134350246,0.05957035861414566,0.08018092531938306,0.4748821207061771,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
16,LIC2_RF.pkl,0.05279921163787344,0.07207420160280013,0.3669595166847197,0.06761498503422932,0.08232002920551246,0.5043806945595413,0.13633973903891594,0.15938906888092197,-1.8942252767524854,0.02774542036027006,0.038234011521471725,0.6678309928312647,0.03597130111343785,0.051047112403312486,0.787158143570279,"{'rf__max_depth': 20, 'rf__min_samples_split': 20, 'rf__n_estimators': 500}"
17,LIC2_Ridge.pkl,0.06235556069384483,0.08091271459498499,0.04875069571495738,0.07774232437786341,0.09628112359743639,0.32201594093841246,0.12309609167680328,0.14353298323169822,-1.3470302541840296,0.03582290971731626,0.044544437505879324,0.5491351968293152,0.060444065862405694,0.08063476789441665,0.46892071965874216,"{'ridge__alpha': 0.1, 'ridge__fit_intercept': True, 'ridge__solver': 'svd'}"
18,LIC2_SVR.pkl,0.052928289695824575,0.07128388001003336,0.41051731131037594,0.067649163460564,0.08423369841522729,0.48106982847917235,0.1429524474314907,0.16608189232396833,-2.1423881906486892,0.027612889659417255,0.03604794789168921,0.704729222089173,0.04598325751376079,0.06436228496975506,0.6616411147328395,"{'SVR__C': 1, 'SVR__epsilon': 0.05, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
19,LIC2_XGB.pkl,0.05031674911958567,0.06961733437970695,0.4009332923474559,0.06332301367786826,0.07986976851889975,0.5334458739157437,0.13872305999585724,0.1610092749649763,-1.953364523161552,0.02692769889565759,0.037835851827973783,0.6747132247672241,0.029327216715242535,0.04165057150851405,0.8583043206851872,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
20,LWI_MLP.pkl,0.2782624857625783,0.39642110028878885,0.8663764571580272,0.3065558235649604,0.4461420413299607,0.8584287357688802,1.0911819861843834,1.3525310923813112,-0.6177363173781445,0.2992685430451614,0.3819714552686076,0.888590840379429,0.3099421949793908,0.44639023622087515,0.8598967038957154,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
21,LWI_RF.pkl,0.28326515431338023,0.40819818670186303,0.8745701119489441,0.3237628609898832,0.47377890677170786,0.8403458348449833,1.1025008443667075,1.395814982907545,-0.722935152011003,0.31501967440022255,0.41355549938066216,0.8694049606988664,0.20596818571732348,0.28745078710948513,0.9419040331906119,"{'rf__max_depth': None, 'rf__min_samples_split': 15, 'rf__n_estimators': 200}"
22,LWI_Ridge.pkl,0.35332905361672234,0.4665804277557016,0.8267402780693756,0.37634224897782714,0.5151651093952814,0.8112349037101949,1.1034187614107727,1.324145273114872,-0.5505454082104555,0.34551263990751147,0.42345805293686023,0.8630759071610008,0.3777273455747469,0.5022157973977367,0.8226628526650895,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
23,LWI_SVR.pkl,0.2597757116502906,0.3739483702746155,0.891153496715762,0.2769745034408805,0.39202580453340186,0.890690446650757,1.104414372401046,1.3829654431543201,-0.6913593039614978,0.27648497104703074,0.37698344700177605,0.8914815350036263,0.2542808251742454,0.3728413482918972,0.902261173868125,"{'SVR__C': 10, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
24,LWI_XGB.pkl,0.26909877523111964,0.38724008185674713,0.880682710551437,0.3057242168159613,0.4478707619405241,0.857329483530856,1.0931270773568904,1.3646711673795662,-0.6469076693227627,0.2942060760233341,0.38756281285738065,0.8853053188922514,0.2415790466884093,0.33338905265076474,0.9218513195934811,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
25,MAX_MLP.pkl,0.022852636540133985,0.031213154522998592,0.8550307206664997,0.02624635217953409,0.035602231991064916,0.8367471317870118,0.08165160866262648,0.1046738149474215,-0.4606818098394623,0.018954567878950217,0.02548880248730687,0.8935565042774202,0.02275279264421189,0.03081478394337595,0.8695437117795597,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
26,MAX_RF.pkl,0.022484515125984456,0.031064955189844916,0.8593049179591862,0.026544721787032415,0.03608707266554968,0.8322704133190881,0.07965213553364513,0.10295778942793607,-0.4131814699492604,0.01965365315983516,0.02640650860006136,0.8857536767203246,0.016511047238687966,0.02230590661829022,0.9316424446041662,"{'rf__max_depth': 20, 'rf__min_samples_split': 20, 'rf__n_estimators': 200}"
27,MAX_Ridge.pkl,0.023774599639148047,0.0314673165732405,0.8498642506689913,0.02513501566118318,0.03378911541969398,0.8529516982472838,0.08160635241491955,0.10361050655551102,-0.43115644065480274,0.020600232744812277,0.02777159113758778,0.873636458077729,0.023653678602957928,0.0318137041537871,0.8609486403313883,"{'ridge__alpha': 0.1, 'ridge__fit_intercept': True, 'ridge__solver': 'svd'}"
28,MAX_SVR.pkl,0.021608283669401294,0.030199120747835807,0.8617161687575833,0.025426070311120222,0.03595692978940808,0.8334780174814733,0.08053101843381495,0.10345936359259852,-0.426984055820667,0.018959953603036008,0.025520499985631266,0.8932915965437102,0.01978150599124928,0.027742658637343952,0.8942591201456711,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
29,MAX_XGB.pkl,0.02126477073249772,0.029017567055240143,0.8737729759239983,0.02572173956317722,0.034504852450217297,0.8466560246799502,0.08117998239679156,0.10383209981525132,-0.43728465605675204,0.018909798928788888,0.024952041794278505,0.8979924203126596,0.016729252660325888,0.02240255816196492,0.9310487743139761,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
30,MSI1_MLP.pkl,0.029383239013304977,0.03746554058102996,0.8069536174421265,0.03536709437400572,0.04450986910728915,0.7614382158484088,0.09892480986107226,0.11827344430217397,-0.7213255322506062,0.03222848805244524,0.03968951702128531,0.6989433031645822,0.030887481599788328,0.03947164101483246,0.8147489030516082,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
31,MSI1_RF.pkl,0.027332739087611524,0.03526324337734102,0.8249699315214709,0.03470964845026574,0.04224093471766338,0.7851401444268195,0.09662972484239579,0.11779306935698798,-0.7073713864582591,0.02806932892406741,0.036177670994295655,0.7498630362080281,0.019691804019658803,0.02506615297886669,0.9252922261819071,"{'rf__max_depth': 30, 'rf__min_samples_split': 15, 'rf__n_estimators': 200}"
32,MSI1_Ridge.pkl,0.03133778120566203,0.03894301532835164,0.7880173021062276,0.035407432572498045,0.04432622591773613,0.7634027180819161,0.09595371163904787,0.11520139515094316,-0.6330669864721967,0.03473825304956815,0.04159291693502376,0.6693752037778529,0.032078415240835455,0.040804809507041045,0.8020237320744971,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
33,MSI1_SVR.pkl,0.02665686285827589,0.034819365078668695,0.8358973151601815,0.0348070151903867,0.04240169910196639,0.7835015659338596,0.09649641538057896,0.11782909296930297,-0.7084158467157093,0.026299277470296763,0.035472002324032165,0.7595260303263046,0.02476487274631618,0.03239489282258406,0.8752204202990927,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
34,MSI1_XGB.pkl,0.0263294734390896,0.0337767519678639,0.8403431158126083,0.03203482466831507,0.04011482435380631,0.8062248731998147,0.09800946836172235,0.11979841195868769,-0.7659997763555857,0.02799245854711949,0.035181525685593434,0.7634483386267323,0.0219225486641212,0.027932267089075525,0.9072310169465198,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
35,MSI2_MLP.pkl,0.029383239013304977,0.03746554058102996,0.8069536174421265,0.03536709437400572,0.04450986910728915,0.7614382158484088,0.09892480986107226,0.11827344430217397,-0.7213255322506062,0.03222848805244524,0.03968951702128531,0.6989433031645822,0.030887481599788328,0.03947164101483246,0.8147489030516082,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
36,MSI2_RF.pkl,0.02717012252544928,0.035135263908546883,0.8276172933822971,0.034371047013226554,0.04175999697129986,0.7900049020452431,0.09667752675115868,0.11768200303477695,-0.704153165548677,0.027979288360038372,0.036272141917454086,0.7485549628757702,0.01909056789125003,0.024197643426504472,0.9303795912045956,"{'rf__max_depth': 10, 'rf__min_samples_split': 10, 'rf__n_estimators': 1000}"
37,MSI2_Ridge.pkl,0.03133778120566203,0.03894301532835164,0.7880173021062276,0.035407432572498045,0.04432622591773613,0.7634027180819161,0.09595371163904787,0.11520139515094316,-0.6330669864721967,0.03473825304956815,0.04159291693502376,0.6693752037778529,0.032078415240835455,0.040804809507041045,0.8020237320744971,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
38,MSI2_SVR.pkl,0.02665686285827589,0.034819365078668695,0.8358973151601815,0.0348070151903867,0.04240169910196639,0.7835015659338596,0.09649641538057896,0.11782909296930297,-0.7084158467157093,0.026299277470296763,0.035472002324032165,0.7595260303263046,0.02476487274631618,0.03239489282258406,0.8752204202990927,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
39,MSI2_XGB.pkl,0.0263294734390896,0.0337767519678639,0.8403431158126083,0.03203482466831507,0.04011482435380631,0.8062248731998147,0.09800946836172235,0.11979841195868769,-0.7659997763555857,0.02799245854711949,0.035181525685593434,0.7634483386267323,0.0219225486641212,0.027932267089075525,0.9072310169465198,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 5, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
40,MSI_MLP.pkl,0.14157953985878782,0.198429105161469,0.5717071544478145,0.248647675451158,0.30520703801590615,0.38407979101983236,0.30301060600193996,0.36950593560091444,-1.5975899414878643,0.07945884525479614,0.10531193076623813,0.797028370054008,0.1398284108484838,0.20512645804991256,0.660391041221905,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
41,MSI_RF.pkl,0.10455865324339284,0.16593005628778412,0.730663122960548,0.19994139455504184,0.2611362485201855,0.549110951297459,0.36155634194734454,0.43219779515136747,-2.553798908927533,0.062163519793121874,0.09655767266476702,0.8293706376212859,0.055652674685376526,0.09105889028537534,0.933076216920358,"{'rf__max_depth': 30, 'rf__min_samples_split': 7, 'rf__n_estimators': 100}"
42,MSI_Ridge.pkl,0.1437564260596169,0.2035988425637323,0.5610247196345313,0.2572577626795823,0.3137076383267412,0.34929288983594675,0.3115053638532046,0.3858721711928517,-1.8327919075461843,0.08550645479743202,0.11683429294952802,0.7501836501611714,0.14590543130452838,0.20506668267062364,0.6605889415482803,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
43,MSI_SVR.pkl,0.10736723555610087,0.17862839396630947,0.6863894618255499,0.21407416636771037,0.2911703828712473,0.43943011769443363,0.3596907940194218,0.43303179612587334,-2.567527490794863,0.053148246028310316,0.07726622453878201,0.8907404084249322,0.09050895592741201,0.1532011158664414,0.8105652569240261,"{'SVR__C': 10, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
44,MSI_XGB.pkl,0.10437684881730633,0.16527571171763542,0.7290789981085573,0.20464932212142156,0.26319718466349884,0.5419658654367924,0.35617847048316426,0.4252792425866237,-2.4409322941125073,0.0611371772993957,0.09497455995466511,0.8349198825760318,0.05849568114867965,0.08675117735603584,0.9392583575074099,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 7, 'xgb__n_estimators': 1000, 'xgb__subsample': 0.2}"
45,NDVI1_MLP.pkl,0.026761219682048757,0.036055413674431235,0.25988537477823415,0.03801878450087687,0.046771344761674244,0.34560689112050147,0.05273057885133215,0.06174100050742966,-1.8534299058456312,0.012855986107613635,0.019489786900481823,0.754759205097036,0.027219814663537747,0.0369495967956369,0.5431219250115443,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
46,NDVI1_RF.pkl,0.022608290924582435,0.032137887815439546,0.509936893200417,0.032070447392132995,0.041616851531409316,0.48189540273486153,0.060533985040342866,0.07031860627415838,-2.701352024825394,0.012653345321739277,0.019998034023890807,0.7418018419166363,0.015189344901753069,0.022039815142341577,0.8374463202127758,"{'rf__max_depth': 30, 'rf__min_samples_split': 15, 'rf__n_estimators': 100}"
47,NDVI1_Ridge.pkl,0.026360627389504152,0.0357314158141099,0.3424595811661785,0.038546722436483515,0.04786747338248715,0.31457488662787314,0.0553329213584664,0.06533303445332611,-2.1951079994480707,0.014625004981484339,0.021458915449168066,0.7027005737231563,0.02642955709780561,0.03611498323469137,0.563528646598048,"{'ridge__alpha': 0.01, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
48,NDVI1_SVR.pkl,0.022810150912212012,0.03256310848824917,0.4583648818010261,0.034007221565961115,0.043557490751583536,0.4324492397046479,0.05828397464440225,0.06985501652252565,-2.6527090633972894,0.011219217744328745,0.017665509032504023,0.7985205084252458,0.020831517735501584,0.031154002212008227,0.6752055474905786,"{'SVR__C': 1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
49,NDVI1_XGB.pkl,0.021804926076645095,0.03131640166805883,0.5004200117885155,0.031887955085646826,0.04121448460389315,0.4918654208477711,0.05803032265032189,0.0676976841350178,-2.4305796509420072,0.011547553568129337,0.01862154370241625,0.7761227852986587,0.013419727791213617,0.019460044332249033,0.8732731731178006,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.2}"
50,NDWI1_MLP.pkl,0.05326814999696213,0.07177858628654074,0.181982165400283,0.08501613579741826,0.10104326329159968,0.24357481348452936,0.08577289487279685,0.10461827330789363,-2.818794810764934,0.02907582326517867,0.04217505679299846,0.482096052720155,0.05477090016479466,0.07455403385068309,0.5056913316102534,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
51,NDWI1_RF.pkl,0.04999850530066074,0.06886759405300155,0.3758693593170094,0.07911804485759447,0.09787318124915974,0.2902936957132871,0.10560571043234586,0.12425830786575559,-4.387187586701607,0.02960666846062326,0.04318688609683896,0.45694770751320835,0.035744164991053665,0.05055756313083552,0.7726849454101274,"{'rf__max_depth': 20, 'rf__min_samples_split': 20, 'rf__n_estimators': 200}"
52,NDWI1_Ridge.pkl,0.05609287909028323,0.07401855347415601,0.20244089140365518,0.08860223024884879,0.10604343095210628,0.16685844863975063,0.09515654341119499,0.11840045514629968,-3.8912287237033203,0.0322676919855353,0.04226154616325947,0.47996971934302946,0.056232154490444504,0.07421209441808932,0.5102151918617452,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
53,NDWI1_SVR.pkl,0.05275530698527018,0.06978845840781281,0.23481554904695123,0.0804817140835559,0.09991755717426629,0.2603353406715051,0.1053708408447228,0.12303882729055722,-4.2819659143006135,0.034494754655919,0.04260081017251418,0.4715868876739815,0.051156551336210616,0.06877941057293947,0.5792996892927307,"{'SVR__C': 1, 'SVR__epsilon': 0.05, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
54,NDWI1_XGB.pkl,0.026834957492151777,0.042704543467958725,0.8013604664777946,0.052482937326606686,0.06873956802358228,0.6499219745825364,0.12119187696027367,0.13764117468310147,-5.6100990736661505,0.012843429659871897,0.018971714596121177,0.8952024730307594,0.008435092277288498,0.0123163493632693,0.9865097520375427,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
55,NDWI2_MLP.pkl,0.051048520924095196,0.06828125935837277,0.19606011099279497,0.08193787179066873,0.09644125921995492,0.23062749315789643,0.07908075863274322,0.09720708185277425,-2.783921448247788,0.02868245618809403,0.040508956307356944,0.44056708502392095,0.05196127722941263,0.07087230395888887,0.49680890366077546,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01}"
56,NDWI2_RF.pkl,0.04699154814109494,0.06522449010710633,0.38954957571801396,0.07498302055241084,0.09346544334834091,0.2773748722670596,0.10195535855160066,0.11991992804399126,-4.758760524401525,0.02690405372792406,0.03899010343728755,0.4817316571419922,0.02667852597098146,0.0384086358495647,0.8522125312535369,"{'rf__max_depth': None, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}"
57,NDWI2_Ridge.pkl,0.05272090419907598,0.0697655243184004,0.19922797028979067,0.08405594416195983,0.10048391452530091,0.1647739921175223,0.08967222761964916,0.11167486369539587,-3.9940991759192066,0.029944883726655915,0.03907024891172523,0.47959883117999735,0.05293898935914347,0.07008330317217062,0.5079503003645297,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'saga'}"
58,NDWI2_SVR.pkl,0.04557640619856471,0.06542832583149272,0.36758110325500304,0.07278251288683617,0.09163267829553558,0.3054369436571044,0.09712512476283824,0.11349702881581193,-4.158403202817986,0.025757658008370675,0.04048808012558534,0.44114354094682295,0.04519360945011032,0.06687580761953546,0.5519588276957481,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
59,NDWI2_XGB.pkl,0.026056954921337496,0.04059561121391959,0.7914764509633125,0.050733514841707704,0.06527256726289885,0.647570456525476,0.11197501925871871,0.1280081670116672,-5.561779888496861,0.012204739092113481,0.0176805023052794,0.8934299656892728,0.008148350917769765,0.011881370946198967,0.9858579308785819,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 500, 'xgb__subsample': 0.6}"
60,NDWI_MLP.pkl,0.0568899465674142,0.07462995688986404,0.7118478534000996,0.08957916390083284,0.10580776808451293,0.6012963271413805,0.1345745697226955,0.16628145331686192,-1.191074047327918,0.040753144975585506,0.05422458764746868,0.7624686194048745,0.0585891567984747,0.07984774289479478,0.7437457086835728,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
61,NDWI_RF.pkl,0.045252410032349526,0.06591976661255247,0.7951142189311408,0.07717898204326985,0.09849046506028308,0.6545354363886622,0.14881872005331348,0.18296836073646733,-1.6529033356136265,0.034432302393159975,0.04763633864072053,0.8166819517767328,0.024672203828532968,0.036932462987382834,0.9451770499887922,"{'rf__max_depth': 30, 'rf__min_samples_split': 7, 'rf__n_estimators': 500}"
62,NDWI_Ridge.pkl,0.06364955774073336,0.08552994655842842,0.622852600828885,0.10620894811414255,0.12641989785221133,0.4308247595816339,0.13429295912323339,0.16255302719814474,-1.093917443989246,0.042037599730000624,0.05435594752100676,0.7613163787982142,0.06562982729926263,0.08805128671506308,0.6883857768139847,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': False, 'ridge__solver': 'lsqr'}"
63,NDWI_SVR.pkl,0.04858094537352202,0.0731768504187716,0.7589726792728865,0.0866846243760483,0.11471280632718435,0.5313604488350336,0.15289395838341976,0.188269026252616,-1.808841184449589,0.03213675223016133,0.04179784959737359,0.8588644712571353,0.03726567071723369,0.06014673563774344,0.8545981333291607,"{'SVR__C': 10, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
64,NDWI_XGB.pkl,0.04428718212102496,0.06518204997568536,0.7973169259987211,0.07667800696349707,0.09890695133793247,0.6516075293037641,0.1470772230270271,0.17895076397049986,-1.537678178168905,0.03358670344959571,0.04545424149015719,0.8330919409976444,0.0204755862779368,0.029977235800552945,0.9638815564704226,"{'xgb__colsample_bytree': 1.0, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 1000, 'xgb__subsample': 0.2}"
65,PSRI_MLP.pkl,0.015383103772940667,0.023366728571216477,-0.5618297873195648,0.02995498197940775,0.03786038254810904,0.032665012090006496,0.03669119469257808,0.040839115153513766,-37.80640851499236,0.009323279768515259,0.011628158565340448,0.1275465573147504,0.014298226691296385,0.022193221667189372,0.3710723494293079,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01}"
66,PSRI_RF.pkl,0.01286261918763507,0.02107087640850766,0.14147947419600582,0.026205522668794907,0.03447337732792813,0.19799963403284648,0.043020827738461324,0.04933633451258893,-55.63495550711703,0.007358176041750208,0.010199785758315549,0.3287219144811152,0.00776986402019992,0.012310862537351745,0.8064750557963076,"{'rf__max_depth': 10, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}"
67,PSRI_Ridge.pkl,0.014283360383190963,0.02209057684002513,-0.22012726806830174,0.02735250872900521,0.03557800180872679,0.14577946728155033,0.03843761027812241,0.04368082393003392,-43.394835068069355,0.007826901668381646,0.010229146231770311,0.3248517529905598,0.013404797612891659,0.021172847836268077,0.4275750701284552,"{'ridge__alpha': 0.001, 'ridge__fit_intercept': True, 'ridge__solver': 'lsqr'}"
68,PSRI_SVR.pkl,0.012561410697303639,0.02068661705401645,-0.33393891972653167,0.025092176254180313,0.033751813273360506,0.23122169328269337,0.034920397821966424,0.0394321127171726,-35.178528335915686,0.007227233000064796,0.009854317314954831,0.3734244334313639,0.011217472091927735,0.019256479494750366,0.5265067742798556,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 10, 'SVR__kernel': 'rbf'}"
69,PSRI_XGB.pkl,0.011829738862358842,0.018637418554528985,0.46101695567936385,0.02316860111907109,0.029832856320181254,0.3993844478098256,0.043884798895346785,0.053243502563083155,-64.96051505285092,0.007373469019197743,0.010603561323689014,0.2745226218034946,0.008060285818951492,0.012363567475375531,0.8048144810729667,"{'xgb__colsample_bytree': 0.8, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__subsample': 1.0}"
70,RVSI_MLP.pkl,0.006044543213089754,0.008253268847457862,0.4980111460463055,0.006343625785075253,0.008722681656780968,-0.3470598780141645,0.004705640565617073,0.0064440949975456685,-0.7276239015868642,0.007851943325570722,0.00998402579414515,0.5358903570742284,0.005967747678104954,0.008350757680050143,0.58842939534752,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01}"
71,RVSI_RF.pkl,0.004062047847179394,0.006149382712506632,0.7046883768515895,0.004001897488171271,0.006381642007958678,0.27897266251563657,0.005160957021143551,0.0070976505864220754,-1.0958228287907277,0.005547455738720975,0.007634868149954386,0.728598473452963,0.0021549859092856887,0.0034255482944651567,0.93074473824852,"{'rf__max_depth': None, 'rf__min_samples_split': 7, 'rf__n_estimators': 100}"
72,RVSI_Ridge.pkl,0.005443413047501504,0.007465006926599845,0.49696298995584787,0.005630357210483404,0.008156509869572047,-0.17786519119300848,0.0047727419788485,0.006303219163459484,-0.6529135938416148,0.006962627906123146,0.00878619810133085,0.6405725967187543,0.005575177972491334,0.007672389455910307,0.6525807605445461,"{'ridge__alpha': 0.1, 'ridge__fit_intercept': True, 'ridge__solver': 'auto'}"
73,RVSI_SVR.pkl,0.00488505414240134,0.006592357924130477,0.5770681531864406,0.00463361861537425,0.0069444511797000065,0.1461870969775283,0.005378129378184922,0.006876716210364192,-0.9673767742053725,0.005937947697194217,0.007557550832336911,0.7340675362597343,0.005000155102273032,0.006711876150687046,0.7341231933681973,"{'SVR__C': 0.1, 'SVR__epsilon': 0.01, 'SVR__gamma': 5, 'SVR__kernel': 'rbf'}"
